window,top_k,direction,margin,book,is_sharpe,is_monthly_pct,oos_sharpe,oos_monthly_pct,oos_gross_sharpe,oos_rotations,oos_max_dd,decay_sharpe,rankable
90,2,reversion,0.0,neutral,-2.437070069156801,-5.662686251902027,-3.4293009124122262,-9.983164379313115,-1.284211775122762,162,-0.8596101536634279,0.9922308432554252,True
90,2,reversion,0.25,long_only,0.57528779059688,1.2505111107938394,-0.15570417537953246,-3.277787121376008,-0.12332991938288908,46,-0.6506234319432285,0.7309919659764124,True
90,2,reversion,0.25,neutral,-2.146853475235002,-5.167342430304589,-3.3405997361968165,-9.87808129518899,-1.2984995196399056,78,-0.8576645721276224,1.1937462609618144,True
90,2,reversion,0.5,long_only,0.4947350239019762,0.7587990951019696,-0.20646401105676027,-3.578392530437713,-0.18237337495711317,34,-0.6767140233424999,0.7011990349587365,True
90,2,reversion,0.5,neutral,-2.2327275073231,-5.263103177849471,-3.373696423349483,-9.927851888591753,-1.339901787895108,58,-0.8624923276424119,1.1409689160263827,True
90,2,momentum,0.0,long_only,0.3713536853741676,-0.017937018667013582,0.9194538398841912,3.601096591528119,0.9805541332629087,94,-0.5618185361242526,-0.5481001545100236,True
90,2,momentum,0.0,neutral,-2.7271041046931717,-6.279206558667094,-0.8593924162070002,-2.9621468939072138,1.284211775122762,162,-0.4975007194356317,-1.8677116884861715,True
90,2,momentum,0.25,long_only,0.3569049518403024,-0.12026669938691725,1.0022724350303849,4.172634228928729,1.0297580488453308,42,-0.5478699991550354,-0.6453674831900824,True
90,2,momentum,0.25,neutral,-2.7582597535632596,-6.42122508212164,-0.7450291577618493,-2.6756110614890694,1.2984995196399056,78,-0.4910224113578111,-2.01323059580141,True
90,2,momentum,0.5,long_only,0.3315345329710132,-0.2756713328316618,0.9861407585340068,4.0655739117401835,1.006647682228455,31,-0.5266388537541622,-0.6546062255629936,True
90,2,momentum,0.5,neutral,-2.6733976537401256,-6.2197305540646175,-0.6935013276328603,-2.518035894287707,1.339901787895108,58,-0.5100213506005475,-1.9798963261072653,True
120,1,reversion,0.0,long_only,0.12720346954452869,-2.234492699682955,-0.5984321087806114,-6.564711539709722,-0.5201044819676192,62,-0.7362464439774803,0.72563557832514,True
120,1,reversion,0.0,neutral,-2.3589458638649887,-8.829220064551158,-3.2793181308329538,-16.92977589989345,-2.0590490025005757,96,-0.9689123768221707,0.920372266967965,True
