horizon,size,mode,a,b,corr,agree_active,both_flat,redundant
short,2,vote,vote(vol_regime+bb_reversion),vote(vol_regime+zscore),0.9889857290108968,0.9858657243816255,False,True
short,2,vote,vote(breakout+rsi),vote(breakout+bb_reversion),0.8482784499507608,0.9077454366058214,False,True
short,2,vote,vote(breakout+rsi),vote(breakout+zscore),0.8463592638242161,0.9047854785478547,False,True
short,2,vote,vote(breakout+bb_reversion),vote(breakout+zscore),0.984546233561746,0.989822775925601,False,True
short,2,vote,vote(bb_breakout+rsi),vote(bb_breakout+bb_reversion),0.8622435505823827,0.8859204368174727,False,True
short,2,vote,vote(bb_breakout+rsi),vote(bb_breakout+zscore),0.8601333552550656,0.8828369905956113,False,True
short,2,vote,vote(bb_breakout+bb_reversion),vote(bb_breakout+zscore),0.9857318037926803,0.9871226514671733,False,True
short,2,vote,vote(keltner+rsi),vote(keltner+bb_reversion),0.8580280512441496,0.8402075935536739,False,True
short,2,vote,vote(keltner+rsi),vote(keltner+zscore),0.8551498120394303,0.8355787737146,False,True
short,2,vote,vote(keltner+bb_reversion),vote(keltner+zscore),0.9849789412721777,0.9813455657492355,False,True
short,2,vote,vote(rsi+stochastic),vote(stochastic+bb_reversion),0.9496849306102368,0.9127497062279671,False,True
short,2,vote,vote(rsi+stochastic),vote(stochastic+zscore),0.9486860522449205,0.910403772472738,False,True
short,2,vote,vote(stochastic+bb_reversion),vote(stochastic+zscore),0.99462354206646,0.9909881914232442,False,True
short,2,vote,vote(rsi+vwap_reversion),vote(bb_reversion+vwap_reversion),0.956599678662021,0.9462555066079296,False,True
short,2,vote,vote(rsi+vwap_reversion),vote(zscore+vwap_reversion),0.9557904515473676,0.9481284998526378,False,True
short,2,vote,vote(bb_reversion+vwap_reversion),vote(zscore+vwap_reversion),0.9952846276758684,0.9948887552615755,False,True
short,2,vote,vote(rsi+ou_reversion),vote(bb_reversion+ou_reversion),0.9403126601028905,0.8291095890410959,False,True
short,2,vote,vote(rsi+ou_reversion),vote(zscore+ou_reversion),0.9392636776377166,0.8232044198895028,False,True
short,2,vote,vote(bb_reversion+ou_reversion),vote(zscore+ou_reversion),0.9938570116551567,0.9758797943851325,False,True
short,2,vote,vote(rsi+obv_trend),vote(bb_reversion+obv_trend),0.8399981467429914,0.9388309275403744,False,True
short,2,vote,vote(rsi+obv_trend),vote(zscore+obv_trend),0.8387092886361527,0.9362190053031388,False,True
short,2,vote,vote(bb_reversion+obv_trend),vote(zscore+obv_trend),0.9835886546217618,0.99150521609538,False,True
short,3,all,all(ma_crossover+macd+ts_momentum),all(ma_crossover+macd+dual_momentum),0.933750956829804,0.8926031294452347,False,True
short,3,all,all(ma_crossover+macd+rsi),all(ma_crossover+macd+bb_reversion),0.8431688416703057,0.7291666666666666,False,True
short,3,all,all(ma_crossover+macd+rsi),all(ma_crossover+macd+zscore),0.829446651477934,0.7083333333333334,False,True
short,3,all,all(ma_crossover+macd+bb_reversion),all(ma_crossover+macd+zscore),0.9873630222588551,0.975,False,True
short,3,all,all(ma_crossover+ma_ribbon+ts_momentum),all(ma_crossover+ma_ribbon+dual_momentum),0.9503211830558255,0.888137503522119,False,True
short,3,all,all(ma_crossover+ma_ribbon+rsi),all(ma_crossover+ma_ribbon+bb_reversion),0.5981757313891546,0.5420560747663551,False,False
short,3,all,all(ma_crossover+ma_ribbon+rsi),all(ma_crossover+ma_ribbon+zscore),0.6001101405630668,0.5357142857142857,False,False
short,3,all,all(ma_crossover+ma_ribbon+bb_reversion),all(ma_crossover+ma_ribbon+zscore),0.9549176987761762,0.9477351916376306,False,True
short,3,all,all(ma_crossover+ichimoku+ts_momentum),all(ma_crossover+ichimoku+dual_momentum),0.9302578702415301,0.9090909090909091,False,True
short,3,all,all(ma_crossover+ichimoku+rsi),all(ma_crossover+ichimoku+bb_reversion),0.6263447426899381,0.45739910313901344,False,False
short,3,all,all(ma_crossover+ichimoku+rsi),all(ma_crossover+ichimoku+zscore),0.645719772112024,0.4744186046511628,False,False
short,3,all,all(ma_crossover+ichimoku+bb_reversion),all(ma_crossover+ichimoku+zscore),0.9707565182921659,0.9432624113475178,False,True
short,3,all,all(ma_crossover+ts_momentum+sma_regime),all(ma_crossover+dual_momentum+sma_regime),0.936465030007569,0.9128548895899053,False,True
short,3,all,all(ma_crossover+ts_momentum+adx_trend),all(ma_crossover+dual_momentum+adx_trend),0.9756817131686707,0.9622844827586207,False,True
short,3,all,all(ma_crossover+ts_momentum+hurst_switch),all(ma_crossover+dual_momentum+hurst_switch),0.9550987810262263,0.9166666666666666,False,True
short,3,all,all(ma_crossover+ts_momentum+vol_regime),all(ma_crossover+dual_momentum+vol_regime),0.9384762363882337,0.8991121872477804,False,True
short,3,all,all(ma_crossover+ts_momentum+breakout),all(ma_crossover+dual_momentum+breakout),0.9638047429671587,0.947202166064982,False,True
short,3,all,all(ma_crossover+ts_momentum+bb_breakout),all(ma_crossover+dual_momentum+bb_breakout),0.9836611269691626,0.9745257452574526,False,True
short,3,all,all(ma_crossover+ts_momentum+keltner),all(ma_crossover+dual_momentum+keltner),0.9960226987526853,0.9926900584795322,False,True
short,3,all,all(ma_crossover+ts_momentum+rsi),all(ma_crossover+ts_momentum+bb_reversion),0.5752607868407322,0.38524590163934425,False,False
