a,b,family_a,family_b,cross_family,corr,agree_active,agree_all,redundant
keltner,dual_momentum,breakout,momentum,True,0.4711859188995225,0.3990208078335373,0.6976600985221675,False
breakout,garch_voltarget,breakout,sma-gated,True,0.46728189914402324,0.5191873589164786,0.7376847290640394,False
breakout,voltarget,breakout,sma-gated,True,0.46656126853630936,0.5191873589164786,0.7376847290640394,False
rsi,zscore,oscillator-reversion,mean-reversion,True,0.465931133719336,0.4034090909090909,0.8060344827586207,False
sma_regime,adx_trend,sma-gated,regime-filter,True,0.46483029480523674,0.41514041514041516,0.7050492610837439,False
adx_trend,atr_sized,regime-filter,sma-gated,True,0.45768542812954804,0.41514041514041516,0.7050492610837439,False
keltner,obv_trend,breakout,volume-flow,True,0.4573076488293672,0.3961783439490446,0.708128078817734,False
rsi,bb_reversion,oscillator-reversion,mean-reversion,True,0.453022032403175,0.39371534195933455,0.7980295566502463,False
breakout,ts_momentum,breakout,momentum,True,0.4518830138056282,0.4962162162162162,0.7130541871921182,False
keltner,sma_regime,breakout,sma-gated,True,0.4502300104056803,0.3886838868388684,0.6939655172413793,False
ma_crossover,keltner,trend,breakout,True,0.44961748458115625,0.39185750636132316,0.7056650246305419,False
adx_trend,garch_voltarget,regime-filter,sma-gated,True,0.44828223394625066,0.41514041514041516,0.7050492610837439,False
rsi,stochastic,oscillator-reversion,oscillator-reversion,False,0.44460155350991015,0.38474295190713104,0.771551724137931,False
macd,obv_trend,trend,volume-flow,True,0.44332140743388293,0.55435847208619,0.7198275862068966,False
voltarget,adx_trend,sma-gated,regime-filter,True,0.4432896263293561,0.41514041514041516,0.7050492610837439,False
keltner,atr_sized,breakout,sma-gated,True,0.4364469747571342,0.3886838868388684,0.6939655172413793,False
dual_momentum,adx_trend,momentum,regime-filter,True,0.4317919187849654,0.3947681331747919,0.6865763546798029,False
stochastic,zscore,oscillator-reversion,mean-reversion,True,0.431113738068797,0.4239290989660266,0.7598522167487685,False
dual_momentum,ma_ribbon,momentum,trend,True,0.41924037985086704,0.5488372093023256,0.6416256157635468,False
ma_crossover,bb_breakout,trend,breakout,True,0.4178604016381964,0.420863309352518,0.7025862068965517,False
bb_reversion,stochastic,mean-reversion,oscillator-reversion,True,0.41764537804659985,0.41799709724238027,0.7530788177339901,False
keltner,garch_voltarget,breakout,sma-gated,True,0.4172849222304267,0.3886838868388684,0.6939655172413793,False
keltner,voltarget,breakout,sma-gated,True,0.414604171075891,0.3886838868388684,0.6939655172413793,False
ts_momentum,adx_trend,momentum,regime-filter,True,0.4126413490252867,0.38221709006928406,0.6705665024630542,False
bb_breakout,atr_sized,breakout,sma-gated,True,0.40738956981459573,0.4071510957324106,0.6834975369458128,False
obv_trend,ma_ribbon,volume-flow,trend,True,0.4058115856211452,0.5230288836846214,0.6237684729064039,False
macd,bb_breakout,trend,breakout,True,0.4046693994919368,0.41019955654101997,0.6724137931034483,False
obv_trend,adx_trend,volume-flow,regime-filter,True,0.40321347335864177,0.3815950920245399,0.6896551724137931,False
keltner,ts_momentum,breakout,momentum,True,0.4016007818978523,0.3585564610011641,0.6607142857142857,False
bb_breakout,sma_regime,breakout,sma-gated,True,0.3962819514438549,0.4071510957324106,0.6834975369458128,False
ichimoku,vol_regime,trend,regime-filter,True,0.394828059187452,0.4013333333333333,0.7235221674876847,False
bb_breakout,ts_momentum,breakout,momentum,True,0.38717757101579614,0.40089086859688194,0.6687192118226601,False
bb_breakout,garch_voltarget,breakout,sma-gated,True,0.3741296743968237,0.4071510957324106,0.6834975369458128,False
bb_breakout,voltarget,breakout,sma-gated,True,0.37308254644732547,0.4071510957324106,0.6834975369458128,False
rsi,vwap_reversion,oscillator-reversion,mean-reversion,True,0.34863376728569745,0.30932703659976385,0.6397783251231527,False
zscore,ou_reversion,mean-reversion,mean-reversion,False,0.3482616453665839,0.15862068965517243,0.7746305418719212,False
bb_reversion,ou_reversion,mean-reversion,mean-reversion,False,0.34129034512927,0.15401785714285715,0.7666256157635468,False
ma_ribbon,vol_regime,trend,regime-filter,True,0.3365828066805689,0.3341543513957307,0.500615763546798,False
obv_trend,ichimoku,volume-flow,trend,True,0.33625347061062333,0.4418848167539267,0.6717980295566502,False
dual_momentum,ichimoku,momentum,trend,True,0.329995657677921,0.44421906693711966,0.6625615763546798,False
obv_trend,atr_sized,volume-flow,sma-gated,True,0.3256800052303309,0.4577397910731244,0.6483990147783252,False
ma_crossover,vol_regime,trend,regime-filter,True,0.3118957201053265,0.35409457900807384,0.6551724137931034,False
dual_momentum,atr_sized,momentum,sma-gated,True,0.30059090660377086,0.45806451612903226,0.6379310344827587,False
obv_trend,garch_voltarget,volume-flow,sma-gated,True,0.2980890334706386,0.4577397910731244,0.6483990147783252,False
obv_trend,voltarget,volume-flow,sma-gated,True,0.2975825439597272,0.4577397910731244,0.6483990147783252,False
obv_trend,sma_regime,volume-flow,sma-gated,True,0.29521685249775326,0.4577397910731244,0.6483990147783252,False
macd,keltner,trend,breakout,True,0.2903746165741696,0.30209481808158767,0.6102216748768473,False
breakout,macd,breakout,trend,True,0.28669209820548464,0.40080160320641284,0.6317733990147784,False
voltarget,dual_momentum,sma-gated,momentum,True,0.27684187560637064,0.45806451612903226,0.6379310344827587,False
sma_regime,dual_momentum,sma-gated,momentum,True,0.27547228683411357,0.45806451612903226,0.6379310344827587,False
dual_momentum,garch_voltarget,momentum,sma-gated,True,0.27467869773224474,0.45806451612903226,0.6379310344827587,False
ts_momentum,obv_trend,momentum,volume-flow,True,0.25659574646565825,0.4444444444444444,0.6274630541871922,False
ma_crossover,obv_trend,trend,volume-flow,True,0.24931998816800913,0.42450142450142453,0.6268472906403941,False
ts_momentum,dual_momentum,momentum,momentum,False,0.23671867003696262,0.44642857142857145,0.6182266009852216,False
adx_trend,vol_regime,regime-filter,regime-filter,False,0.2355606355692429,0.26782884310618066,0.7155172413793104,False
ma_crossover,dual_momentum,trend,momentum,True,0.2321551293175832,0.4258064516129032,0.6163793103448276,False
vwap_reversion,ou_reversion,mean-reversion,mean-reversion,False,0.21299683719021154,0.0859277708592777,0.5480295566502463,False
breakout,vol_regime,breakout,regime-filter,True,0.21180230353046958,0.28515625,0.6619458128078818,False
bb_breakout,vol_regime,breakout,regime-filter,True,0.20514862348653887,0.2624633431085044,0.6902709359605911,False
macd,adx_trend,trend,regime-filter,True,0.2045319244248536,0.27742616033755274,0.5782019704433498,False
grid,ou_reversion,mean-reversion,mean-reversion,False,0.20238256358894233,0.07502930832356389,0.5141625615763546,False
stochastic,ou_reversion,oscillator-reversion,mean-reversion,True,0.18581126501117928,0.09323583180987204,0.6945812807881774,False
keltner,vol_regime,breakout,regime-filter,True,0.16683531969225923,0.2202852614896989,0.6970443349753694,False
obv_trend,vol_regime,volume-flow,regime-filter,True,0.15583445296780593,0.2727272727272727,0.5862068965517241,False
dual_momentum,vol_regime,momentum,regime-filter,True,0.1545769094506245,0.27528675703858185,0.5720443349753694,False
stochastic,hurst_switch,oscillator-reversion,regime-filter,True,0.12413302185888528,0.022684310018903593,0.6816502463054187,False
vwap_reversion,hurst_switch,mean-reversion,regime-filter,True,0.08724125615706278,0.014943960149439602,0.5129310344827587,False
zscore,hurst_switch,mean-reversion,regime-filter,True,0.07770055025694178,0.018223234624145785,0.7346059113300493,False
bb_reversion,hurst_switch,mean-reversion,regime-filter,True,0.07544164085776593,0.017699115044247787,0.7266009852216748,False
